iter	Logloss
0	0.6913474931
1	0.6895782318
2	0.6876468062
3	0.6853842702
4	0.6837446557
5	0.6817910175
6	0.6801488101
7	0.6781509055
8	0.6766684254
9	0.6752026942
10	0.6734361947
11	0.6716434293
12	0.668813169
13	0.6663751238
14	0.6642732455
15	0.6624957687
16	0.6606433723
17	0.6588500701818	0.6569923825
19	0.6555842592
20	0.6539035605
21	0.6522619592
22	0.6503843334
23	0.6487646898
24	0.6470839182525	0.64535953626	0.6427636875
27	0.6405623456
28	0.6388910876
29	0.6372277339
30	0.6356757383
31	0.6341132919
32	0.6322118706
33	0.6301833789
34	0.6285560893
35	0.6267088022
336	0.6265773641
37	0.6252100468338	0.6230085625
39	0.6213515699
40	0.6193953223
41	0.6175965667
42	0.61596124043	0.6131151285
44	0.6114783155
45	0.6099678742
46	0.6081611349
47	0.6065952049
48	0.6052068505
49	0.6035720011
50	0.6021077169
51	0.6006363763
52	0.5989492801
53	0.5976832476
54	0.5961124268
55	0.5946624875
56	0.5931886368
57	0.5916119715
58	0.5900385943
59	0.5883487066
60	0.5867705378
61	0.5854572919
62	0.5839771363
63	0.5823842453
64	0.580101447
65	0.5785848035
66	0.5771484375
67	0.5755312145
68	0.5735979809
69	0.5720694429
70	0.5707392361
71	0.5692546268
72	0.5677825875
73	0.5659822755
74	0.5642566449
75	0.5628095799
76	0.5611952013
77	0.5599883331
78	0.5581746201
79	0.5567027132
80	0.5555075473
81	0.5532234609
82	0.5519891845
83	0.5506508185
84	0.5487779644
85	0.5472208758
86	0.5460137626
87	0.5447548065
88	0.5430634154
89	0.5413373212
90	0.5392454333
91	0.537461692	0.5389617383
93	0.5373894705
94	0.535910305
95	0.95	0.53235696	0.96	0.53066997	0.97	0.5289998	0.598	0.5278599	0.599	0.52665100	0.100	0.52514101	0.5253091455
102	0.5241637197
103	0.5228292611
104	0.5216278401
105	0.5203456349
106	0.5187837448
107	0.5177351501
108	0.5166945325
109	0.5153674351
110	0.5140999258
111	0.5128276414
112	0.5112564398
113	0.5102038715
114	0.5088605285
115	0.5070753743
116	0.5059449755
117	0.5046685802
118	0.5029069334
119	0.5019651519
120	0.501091164
121	0.4993427744
122	0.4979538471
123	0.4967865116
124	0.495723875
125	0.4944644355
126	0.4928375698
127	0.4914540549
128	0.4903814379
129	0.4892563721
130	0.4881770445
131	0.4869624807
132	0.4858228051
133	0.4847107778
134	0.4832609412
135	0.4821167787
136	0.4808471104
137	0.4798097743
138	0.4786254714
139	0.4775792609
140	0.476174944
141	0.4748327119
142	0.4733376106
143	0.4723342624
144	0.4707646916
145	0.4696875579
146	0.4684828305
147	0.4674736261
148	0.4659699069
149	0.4651220391
150	0.4640385956
151	0.4629929281
152	0.4617989328
153	0.4605424239
154	0.4595419483
155	0.4583114617
156	0.4574260695
157	0.4561121613
158	0.4550014966
159	0.4539289855
160	0.4528897156
161	0.4518839667
162	0.4509796434
163	0.4498909778
164	0.4489008619
165	0.4479012291
166	0.4468521625
167	0.4454015957
168	0.4443220662
169	0.4429334021
170	0.4419389798
171	0.4408789343
172	0.4398295664
173	0.43875082
174	0.4376415196
175	0.4364815818
176	0.4348570125
177	0.4338323838
178	0.4321221958
179	0.4313173576
180	0.4303000089
181	0.429333359
182	0.4284242127
183	0.4271927906
184	0.4262222863
185	0.4250675225
186	0.4241161942
187	0.4230521868
188	0.4218100458
189	0.4201578117
190	0.4188519932
191	0.4179137035
192	0.4170187546
193	0.4158900148
194	0.4147373935
195	0.4137799773
196	0.4128663871
197	0.4116246038
198	0.4107334399
199	0.4099668447
200	0.4091309508
201	0.4081757052
202	0.4068475018
203	0.4057796084
204	0.40446648
205	0.4033997572
206	0.4024579624
207	0.4014542533
208	0.4004893088
209	0.3991095407
210	0.3981320113
211	0.3972818123
212	0.3960056388
213	0.3952059862
214	0.3942601764
215	0.393392235
216	0.3925635782
217	0.391743405
218	0.3908669535
219	0.3897255957
220	0.3887493329
221	0.3878306581
222	0.3870138013
223	0.3861833298
224	0.3854276339
225	0.3845726616
226	0.3834041572
227	0.3825972279
228	0.381609468
229	0.3805834568
230	0.3797771898
231	0.3788622899
232	0.3781979597
233	0.3773754305
234	0.3765664962
235	0.3753856901
236	0.374650735
237	0.3739019732
238	0.373140643
239	0.3717166318
240	0.3709612257
241	0.3700954219
242	0.3691736493
243	0.3682964842
244	0.3674951411
245	0.3668494655
246	0.366004977
247	0.3651998573
248	0.3646592415
249	0.3638283147
250	0.3631433414
251	0.3624444289
252	0.3617304696
253	0.3607605712
254	0.3598133276
255	0.3589870284
256	0.3583637873
257	0.3575465894
258	0.3568013443
259	0.3560871349
260	0.3554679453
261	0.3547063602
262	0.3538920515
263	0.3531650702
264	0.3524171693
265	0.3516503357
266	0.3509477311
267	0.3502281242
268	0.3496440467
269	0.3488622175
270	0.348172014
271	0.34744921
272	0.3466218246
273	0.3457747284
274	0.3450977769
275	0.3443879601
276	0.3437018593
277	0.3430067235
278	0.3424069964
279	0.3416436414
280	0.3408237381
281	0.3402131663
282	0.3394817478
283	0.3387690551
284	0.3379639834
285	0.3371083819
286	0.3364732497
287	0.3357674612
288	0.3352028413
289	0.3344620516
290	0.3337593344
291	0.3330883897
292	0.3323332336
293	0.3316355397
294	0.3309920579
295	0.3299574422
296	0.3292467263
297	0.3285263214
298	0.327465617
299	0.3265130487
300	0.3259691811
301	0.3252657039
302	0.3241852687
303	0.3233736869
304	0.3227435317
305	0.3221456806
306	0.3214192953
307	0.3207418902
308	0.3200312704
309	0.3193871528
310	0.3187984195
311	0.3181691964
312	0.3175587588
313	0.3169347131
314	0.3161014236
315	0.3152611074
316	0.3145503038
317	0.3139353146
318	0.312942783
319	0.3122188648
320	0.3114264094
321	0.310680204
322	0.3099973798
323	0.3092078103
324	0.3086515913
325	0.3080501341
326	0.3072302093
327	0.3066550543
328	0.3059463369
329	0.3050840927
330	0.304635192
331	0.3039777627
332	0.3032709443
333	0.302738448
334	0.3020786312
335	0.301228568
336	0.3003321687
337	0.2998482866
338	0.299367648
339	0.2987415642
340	0.2981187039
341	0.2975541072
342	0.2969481846
343	0.2962947736
344	0.295596684
345	0.2950631132
346	0.294361593
347	0.2936930309
348	0.2930096388
349	0.2924676637
350	0.2917997291
351	0.2911486228
352	0.2905566312
353	0.2897895078
354	0.289260399
355	0.2887223976
356	0.2880918268
357	0.2876229601
358	0.2871522042
359	0.286447227
360	0.2859421786
361	0.2852538327
362	0.2845733133
363	0.2839787934
364	0.2834408647
365	0.2826858179
366	0.2821638468
367	0.281667557
368	0.281200904
369	0.2807049354
370	0.2799353931
371	0.2793130295
372	0.2784986496
373	0.27803299
374	0.2774461557
375	0.276960911
376	0.2762446337
377	0.27569592
378	0.274883805
379	0.2744431661
380	0.2738921659
381	0.273443328
382	0.2728709777
383	0.272293369
384	0.2716958076
385	0.2711390555
386	0.2706259655
387	0.2698759751
388	0.2691122111
389	0.2685826404
390	0.2681311973
391	0.2677110657
392	0.2670889124
393	0.2664466749
394	0.2659942433
395	0.265545052
396	0.2650916212
397	0.264528287
398	0.2638669883
399	0.263427938
400	0.2629193862
401	0.2623712329
402	0.2619731178
403	0.261466682
404	0.2608014767
405	0.2600646615
406	0.259627771
407	0.2590936381
408	0.2586619332
409	0.2579352334
410	0.2573090999
411	0.2568862703
412	0.2563185833
413	0.2558710724
414	0.2551524623
415	0.2546728411
416	0.2541588065
417	0.2534055221
418	0.2529262735
419	0.2524250034
420	0.2519723202
421	0.2514689267
422	0.2510729391
423	0.2505622854
424	0.2500179095
425	0.249378783
426	0.2488251287
427	0.2483514249
428	0.2479732475
429	0.247352692
430	0.2469901972
431	0.2465679256
432	0.2461329988
433	0.2455510547
434	0.2451792475
435	0.2444820421
436	0.2439112514
437	0.243420153
438	0.2430451678
439	0.2426615076
440	0.2422413064
441	0.2417808515
442	0.2412223758
443	0.2408334555
444	0.240256711
445	0.2397666838
446	0.2393861653
447	0.2388896288
448	0.2385285753
449	0.2381862526
450	0.2377207453
451	0.2372418874
452	0.2366619425
453	0.2362798692
454	0.2358330795
455	0.2354011776
456	0.2349445936
457	0.2343902265
458	0.2338139928
459	0.2334838154
460	0.2328995706
461	0.2323626983
462	0.2319351228
463	0.2315081623
464	0.2310990526
465	0.2305694305
466	0.2301865402
467	0.2296958003
468	0.2293309718
469	0.2288065213
470	0.2283312364
471	0.2279312727
472	0.2273715395
473	0.2270680947
474	0.2267172626
475	0.2262958081
476	0.2259343415
477	0.2255258941
478	0.225179385
479	0.2245669969
480	0.2241277306
481	0.2236499306
482	0.2232984056
483	0.223012324
484	0.2226769361
485	0.2223447661
486	0.2220555974
487	0.2215281145
488	0.2209874839
489	0.2204256637
490	0.2199850811
491	0.2195877598
492	0.2192401008
493	0.2187463037
494	0.2183426966
495	0.2179334139
496	0.2175687361
497	0.2171426912
498	0.2167599657
499	0.2161833056
500	0.2158277879
501	0.2154464233
502	0.2151274607
503	0.2148106661
504	0.2141679517
505	0.2138276282
506	0.2134905681
507	0.2131285758
508	0.2127718702
509	0.2120837776
510	0.2116824538
511	0.2112826788
512	0.2107211558
513	0.2104157185
514	0.2101139178
515	0.2097923309
516	0.2093114663
517	0.2090194374
518	0.208664861
519	0.2083300244
520	0.2079170603
521	0.2075702316
522	0.2072638604
523	0.2069042772
524	0.2065297514
525	0.2059928543
526	0.2056060251
527	0.2052243625
528	0.204731274
529	0.2044716527
530	0.2041299724
531	0.2038014688
532	0.203504136
533	0.2031824382
534	0.2028844464
535	0.2024483929
536	0.2020323144
537	0.2015924727
538	0.2013329176
539	0.2010090053
540	0.2006594266
541	0.2003542888
542	0.1998555428
543	0.1993709778
544	0.1989745456
545	0.198650178
546	0.1982667454
547	0.1979292234
548	0.1976172005
549	0.1973327175
550	0.1970836322
551	0.1967759786
552	0.1964083215
553	0.1960850325
554	0.1957670872
555	0.1954660234
556	0.1952062597
557	0.1948315385
558	0.1945127903
559	0.1940904342
560	0.1937812318
561	0.1933810446
562	0.1930920043
563	0.1926323523
564	0.1922300234
565	0.1919415941
566	0.1916518658
567	0.1910917635
568	0.1907851191
569	0.190495953
570	0.1902043099
571	0.1898811195
572	0.1896161785
573	0.1893376087
574	0.1890348395
575	0.1885601555
576	0.1883308565
577	0.188033921
578	0.187735469
579	0.187471153
580	0.187142445
581	0.1868827326
582	0.1865288483
583	0.186212312
584	0.1858949338
585	0.1856171812
586	0.1853358456
587	0.1850039421
588	0.184714011
589	0.1844077094
590	0.1840926467
591	0.1837565568
592	0.1834808961
593	0.1832244421
594	0.1828044587
595	0.1824985254
596	0.1823015643
597	0.1820437726
598	0.1817658419
599	0.1815145272
600	0.1812564996
601	0.1809659277
602	0.180604154
603	0.1802887503
604	0.1800112699
605	0.179615491
606	0.1793604468
607	0.1788149724
608	0.1785052501
609	0.1781126906
610	0.1777290569
611	0.1775118113
612	0.1770966194
613	0.1768362779
614	0.1766145767
615	0.1763225951
616	0.1757903223
617	0.1755552035
618	0.1752512074
619	0.17482805
620	0.1745907441
621	0.174261642
622	0.1739954535
623	0.173640252
624	0.1734125705
625	0.1730912328
626	0.1728540113
627	0.1725748877
628	0.1722483171
629	0.1719652828
630	0.1715947638
631	0.1712352203
632	0.1708872898
633	0.1706768018
634	0.1702496294
635	0.170003256
636	0.169769076
637	0.1693643149
638	0.1690892213
639	0.168772671
640	0.1684188255
641	0.1680652748
642	0.1676401016
643	0.1673733013
644	0.1671091931
645	0.1667677222
646	0.1664445698
647	0.1660518398
648	0.1658239381
649	0.165582613
650	0.1651643804
651	0.1647949235
652	0.1645305248
653	0.164298267
654	0.1640958182
655	0.1638108782
656	0.1635925811
657	0.1634265847
658	0.1630354176
659	0.1628333529
660	0.1626195701
661	0.1623820961
662	0.1620882245
663	0.1617981874
664	0.161606633
665	0.1613958395
666	0.1611482633
667	0.160864176
668	0.1606533734
669	0.1603036887
670	0.1601185418
671	0.1598845124
672	0.1596191443
673	0.1593723082
674	0.1590852862
675	0.1588541816
676	0.1583965545
677	0.1581583164
678	0.157798777
679	0.1575626756
680	0.1573378262
681	0.1571109858
682	0.1568801345
683	0.1565495961
684	0.1563352239
685	0.1561485322
686	0.1559172306
687	0.1556427909
688	0.1553730683
689	0.1550410257
690	0.1547734059
691	0.1544967956
692	0.1543008453
693	0.1538619623
694	0.1536217978
695	0.1534007241
696	0.1530493597
697	0.1526151821
698	0.1523875346
699	0.1522184445
700	0.1520011905
701	0.1517809108
702	0.1515685875
703	0.1512983864
704	0.151029134
705	0.1508032125
706	0.1505334352
707	0.1503745657
708	0.1501479497
709	0.1499412391
710	0.1497343514
711	0.1495573529
712	0.1493102892
713	0.149129115
714	0.1488822061
715	0.1486650945
716	0.1484801231
717	0.1482910166
718	0.1480479125
719	0.1478999803
720	0.1475865758
721	0.1473745447
722	0.1471555241
723	0.1468455154
724	0.1466458829
725	0.1464366184
726	0.1461140116
727	0.1457666904
728	0.1455873201
729	0.1453580749
730	0.1452019629
731	0.1450156089
732	0.1447652545
733	0.1445818618
734	0.1443623056
735	0.1441623411
736	0.1439578268
737	0.1436594733
738	0.1434146116
739	0.1432318795
740	0.1430036682
741	0.1427673863
742	0.1426290961
743	0.142377908
744	0.1421813443
745	0.1418361755
746	0.1414965288
747	0.1411854107
748	0.1409536372
749	0.1407795457
750	0.1405756238
751	0.140187934
752	0.1400246417
753	0.1397913343
754	0.1396112728
755	0.1393164972
756	0.1391367755
757	0.1389153202
758	0.138703554
759	0.1385404095
760	0.1383114813
761	0.137978488
762	0.1377469856
763	0.1375372344
764	0.1373317461
765	0.1371500952
766	0.1369998285
767	0.1367878206
768	0.1365953133
769	0.1364053889
770	0.1362254197
771	0.136055164
772	0.1358139958
773	0.135653709
774	0.1354875337
775	0.135280011
776	0.1351155564
777	0.1349468268
778	0.1347821562
779	0.1345423419
780	0.1342987493
781	0.1340938252
782	0.1337323801
783	0.133572174
784	0.1333374551
785	0.1331263478
786	0.1329692573
787	0.1328150485
788	0.1326482743
789	0.1324842531
790	0.1322988959
791	0.1320667325
792	0.1318835244
793	0.1317132865
794	0.1315540605
795	0.1314213288
796	0.1312350362
797	0.1310751786
798	0.1308094549
799	0.13062777
800	0.1304198317
801	0.1301946441
802	0.1298494654
803	0.1296791294
804	0.1295204146
805	0.129333511
806	0.129089615
807	0.1288310757
808	0.1286590919
809	0.1284870331
810	0.1282948078
811	0.1281299798
812	0.1279860739
813	0.1277639704
814	0.127626066
815	0.1274551402
816	0.1272729962
817	0.1270779657
818	0.1267992225
819	0.126648222
820	0.1263862583
821	0.1260553872
822	0.1258318147
823	0.1256660484
824	0.1255055012
825	0.1253287296
826	0.1251996412
827	0.1250695574
828	0.1248563346
829	0.1246934194
830	0.1245357167
831	0.1243967977
832	0.1242343494
833	0.1240907643
834	0.1238823425
835	0.1236911503
836	0.1235576177
837	0.1233925737
838	0.1232766186
839	0.1230628664
840	0.1229050561
841	0.1226306674
842	0.1224897301
843	0.1222840022
844	0.1221218055
845	0.1219872298
846	0.1218194399
847	0.1216641052
848	0.1215059484
849	0.1212369998
850	0.121046991
851	0.1209361723
852	0.1207871383
853	0.1205866101
854	0.1202762251
855	0.1200717981
856	0.1198510167
857	0.1197414291
858	0.1194352744
859	0.1191311677
860	0.1189907537
861	0.1188365084
862	0.1187066374
863	0.1184048951
864	0.1182767099
865	0.1180642003
866	0.1179276589
867	0.1177480295
868	0.1176363573
869	0.1175180612
870	0.1173290755
871	0.1170872723
872	0.1169166432
873	0.1167983773
874	0.116622888
875	0.1164543699
876	0.1163118879
877	0.1160820309
878	0.1159801297
879	0.1158517901
880	0.1156224563
881	0.115503468
882	0.1153626471
883	0.115242403
884	0.1150969424
885	0.1148536979
886	0.1147332175
887	0.1145987767
888	0.1144711938
889	0.1143352422
890	0.114160933
891	0.1140411297
892	0.1138858063
893	0.1136222101
894	0.1134942207
895	0.1133807968
896	0.1132625772
897	0.1131316469
898	0.1130302702
899	0.1128954656
900	0.1127670296
901	0.1125694973
902	0.1124599183
903	0.1123405666
904	0.1120962881
905	0.1119784597
906	0.111810113
907	0.1116676057
908	0.1115652066
909	0.1114093384
910	0.1112334352
911	0.1109587306
912	0.1108261715
913	0.1106762278
914	0.110504092
915	0.1103846638
916	0.11025935
917	0.1101304326
918	0.1100304421
919	0.1098975589
920	0.1097686634
921	0.1095951005
922	0.1094779306
923	0.1093584874
924	0.1092368186
925	0.1091078627
926	0.1089880752
927	0.1088525769
928	0.1087382283
929	0.1086040959
930	0.1084569142
931	0.1083537481
932	0.1082039695
933	0.1080520252
934	0.1079049152
935	0.1077930352
936	0.1075716321
937	0.1074516016
938	0.1072772472
939	0.1071226618
940	0.107018883
941	0.1068625181
942	0.1067468764
943	0.1066249816
944	0.1064809739
945	0.1063481764
946	0.1062171828
947	0.1060878192
948	0.1059677613
949	0.1057521457
950	0.1056410571
951	0.1054665724
952	0.1053360597
953	0.1052049502
954	0.1050868829
955	0.1049408143
956	0.1048367061
957	0.1047098562
958	0.10457523
959	0.1044907632
960	0.104388225
961	0.1042406406
962	0.1041389232
963	0.1039897924
964	0.1037939398
965	0.1036974258
966	0.1035852805
967	0.1034282127
968	0.1033176536
969	0.1031696966
970	0.1030566328
971	0.1029572073
972	0.102841381
973	0.1027273991
974	0.1026149934
975	0.1023699914
976	0.102217298
977	0.1020972311
978	0.1019784514
979	0.1017665557
980	0.1015773693
981	0.1014784264
982	0.1013576426
983	0.1012280215
984	0.1010774449
985	0.1009593147
986	0.1008622597
987	0.1007903988
988	0.1005977305
989	0.1004441873
990	0.1002896258
991	0.100121477
992	0.1000009684
993	0.09988401706
994	0.09970229947
995	0.09955196165
996	0.09944525734
997	0.09927265222
998	0.0991811744
999	0.09906187033
9691425
9684289081
589309245
999	0.0957336223

